variant,seed,epochs,test_case,file_name,pressure_mae,pressure_rmse,pressure_mape,wear_mae_um,predicted_life,true_life,life_abs_error,life_rel_error,native_actual_step,used_actual_step,feature_variant,shape_variant,mean_k_factor,min_k_factor,max_k_factor,mean_raw_k_factor,mean_k_log_std
T4_dynk_s1_c0p15_d0p1,20260425,1600,Run25.xlsx,Run25.csv,3.9147932529449463,4.7015509605407715,0.026213379576802254,0.04925870406148813,22620.035920248058,22834.36330453385,214.3273842857925,0.009386177377813595,543.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,1.0,1.0,1.0,1.0,0.0
T4_dynk_s1_c0p2_d0p1,20260425,1600,Run25.xlsx,Run25.csv,3.9147932529449463,4.7015509605407715,0.026213379576802254,0.04925870406148813,22620.035920248058,22834.36330453385,214.3273842857925,0.009386177377813595,543.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,1.0,1.0,1.0,1.0,0.0
T3_fixed_k,20260425,1600,Run11.xlsx,Run11.csv,1.3578673601150513,1.733018159866333,0.013554289937019348,0.05196110370378737,23204.320881910444,23918.706127369696,714.3852454592525,0.029867219474794073,326.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,1.0,1.0,1.0,1.0,0.0
T4_dynk_s0p25_c0p05_d0p1,20260425,1600,Run11.xlsx,Run11.csv,1.3578673601150513,1.733018159866333,0.013554289937019348,0.022574864066166562,23441.761390018433,23918.706127369696,476.94473735126303,0.019940239861281826,326.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,0.9914422486001501,0.9815380212595661,1.0,0.965603854719127,0.8237319076939572
T4_dynk_s0p25_c0p1_d0p1,20260425,1600,Run11.xlsx,Run11.csv,1.3578673601150513,1.733018159866333,0.013554289937019348,0.022574864066166562,23441.761390018433,23918.706127369696,476.94473735126303,0.019940239861281826,326.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,0.9914422486001501,0.9815380212595661,1.0,0.965603854719127,0.8237319076939572
T4_dynk_s0p25_c0p15_d0p1,20260425,1600,Run11.xlsx,Run11.csv,1.3578673601150513,1.733018159866333,0.013554289937019348,0.022574864066166562,23441.761390018433,23918.706127369696,476.94473735126303,0.019940239861281826,326.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,0.9914422486001501,0.9815380212595661,1.0,0.965603854719127,0.8237319076939572
T4_dynk_s0p25_c0p2_d0p1,20260425,1600,Run11.xlsx,Run11.csv,1.3578673601150513,1.733018159866333,0.013554289937019348,0.022574864066166562,23441.761390018433,23918.706127369696,476.94473735126303,0.019940239861281826,326.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,0.9914422486001501,0.9815380212595661,1.0,0.965603854719127,0.8237319076939572
T4_dynk_s0p5_c0p05_d0p1,20260425,1600,Run11.xlsx,Run11.csv,1.3578673601150513,1.733018159866333,0.013554289937019348,0.01496103018964798,23679.125056200242,23918.706127369696,239.58107116945393,0.010016472876653897,326.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,0.9830627836877972,0.9630760425191323,1.0,0.9659621478991361,0.8151513669888119
T4_dynk_s0p5_c0p1_d0p1,20260425,1600,Run11.xlsx,Run11.csv,1.3578673601150513,1.733018159866333,0.013554289937019348,0.01496103018964798,23679.125056200242,23918.706127369696,239.58107116945393,0.010016472876653897,326.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,0.9830627836877972,0.9630760425191323,1.0,0.9659621478991361,0.8151513669888119
T4_dynk_s0p5_c0p15_d0p1,20260425,1600,Run11.xlsx,Run11.csv,1.3578673601150513,1.733018159866333,0.013554289937019348,0.01496103018964798,23679.125056200242,23918.706127369696,239.58107116945393,0.010016472876653897,326.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,0.9830627836877972,0.9630760425191323,1.0,0.9659621478991361,0.8151513669888119
T4_dynk_s0p5_c0p2_d0p1,20260425,1600,Run11.xlsx,Run11.csv,1.3578673601150513,1.733018159866333,0.013554289937019348,0.01496103018964798,23679.125056200242,23918.706127369696,239.58107116945393,0.010016472876653897,326.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,0.9830627836877972,0.9630760425191323,1.0,0.9659621478991361,0.8151513669888119
T4_dynk_s0p75_c0p05_d0p1,20260425,1600,Run11.xlsx,Run11.csv,1.3578673601150513,1.733018159866333,0.013554289937019348,0.03200762666269193,23876.41575912389,23918.706127369696,42.29036824580544,0.0017680876223239107,326.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,0.976208897019001,0.95,1.0,0.9663130535908976,0.806747744648721
T4_dynk_s0p75_c0p1_d0p1,20260425,1600,Run11.xlsx,Run11.csv,1.3578673601150513,1.733018159866333,0.013554289937019348,0.037917388710858584,23916.485940464147,23918.706127369696,2.220186905549781,9.28221992329788e-05,326.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,0.974856091247864,0.9446140637786984,1.0,0.9663130535908976,0.806747744648721
T4_dynk_s0p75_c0p15_d0p1,20260425,1600,Run11.xlsx,Run11.csv,1.3578673601150513,1.733018159866333,0.013554289937019348,0.037917388710858584,23916.485940464147,23918.706127369696,2.220186905549781,9.28221992329788e-05,326.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,0.974856091247864,0.9446140637786984,1.0,0.9663130535908976,0.806747744648721
T4_dynk_s0p75_c0p2_d0p1,20260425,1600,Run11.xlsx,Run11.csv,1.3578673601150513,1.733018159866333,0.013554289937019348,0.037917388710858584,23916.485940464147,23918.706127369696,2.220186905549781,9.28221992329788e-05,326.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,0.974856091247864,0.9446140637786984,1.0,0.9663130535908976,0.806747744648721
T4_dynk_s1_c0p05_d0p1,20260425,1600,Run11.xlsx,Run11.csv,1.3578673601150513,1.733018159866333,0.013554289937019348,0.03722290446627703,23943.71503999053,23918.706127369696,25.008912620833144,0.0010455796600224937,326.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,0.9736532337037962,0.95,1.0,0.9663130535908976,0.806747744648721
T4_dynk_s1_c0p1_d0p1,20260425,1600,Run11.xlsx,Run11.csv,1.3578673601150513,1.733018159866333,0.013554289937019348,0.06893202571665794,24153.841222069754,23918.706127369696,235.13509470005738,0.00983059424067245,326.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,0.966816882327113,0.9261520850382645,1.0,0.9666567979420109,0.7985156248053666
